c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
next_word,lil.c,491,(lil: lil_t) -> lil_value_t,,,NO_RECORD,,,next_word,,,,NONE,single-source,STUB:next_word,"lil.c:491 (word tokenizer: $, {}, [], quoted with escapes, bare word) -> src/common/lil_mod.rs:3090: body is '// default return' + None. Part of the 11-function mutually recursive unit (lil_parse_value#lil.c unit, metadata Verfi_Tag Fixed_5_Compile_Failed) that PtrTrans reverted to signature-only placeholders after 5 repair attempts (RUN.md 'stub reverts'); the tool map records it only under lil_parse_value, hence NO_RECORD on this row. Forced proposal is (none) -- WRONG: Rust next_word exists at src/common/lil_mod.rs:3090; the forced run assigned it to fnc_print instead."
substitute,lil.c,557,(lil: lil_t) -> lil_list_t,,,NO_RECORD,,,substitute,,,,NONE,single-source,STUB:substitute,"lil.c:557 (loop next_word into a words list until eol/error) -> src/common/lil_mod.rs:3065: body is '// default return' + None. Part of the 11-function mutually recursive unit (lil_parse_value#lil.c unit, metadata Verfi_Tag Fixed_5_Compile_Failed) that PtrTrans reverted to signature-only placeholders after 5 repair attempts (RUN.md 'stub reverts'); the tool map records it only under lil_parse_value, hence NO_RECORD on this row. Forced proposal is (none) -- WRONG: Rust substitute exists at src/common/lil_mod.rs:3065; the forced run assigned it to lil_subst_to_list instead."
lil_subst_to_list,lil.c,584,"(lil: lil_t, code: lil_value_t) -> lil_list_t",lil_subst_to_list,lil_subst_to_list,CLAIMED,yes,No_Fix_Compile_Success,lil_subst_to_list,substitute,0.267,-0.1,ABSTAIN,CONFLICT,lil_subst_to_list,"lil.c:584 -> src/common/lil_mod.rs:3108: saves code/clen/head/ignoreeol (C 586-589), sets code=lil_to_string(code), clen=code->l, head=0, ignoreeol=1 (C 591-594), calls substitute (C 595), restores all four (C 596-599). Forced proposal substitute is WRONG: Rust substitute (src/common/lil_mod.rs:3065) is the SCC stub returning None with a single lil parameter -- it is the callee, not the save/restore wrapper."
lil_subst_to_value,lil.c,603,"(lil: lil_t, code: lil_value_t) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:603 (lil_subst_to_list, NULL -> clone(code), else lil_list_to_value(words, 0)). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
lil_parse,lil.c,613,"(lil: lil_t, code: const char *, codelen: size_t, funclevel: int) -> lil_value_t",,,NO_RECORD,,,lil_parse,,,,NONE,single-source,STUB:lil_parse,"lil.c:613 (the 100-line interpreter loop) -> src/common/lil_mod.rs:3046: body is '// default return' + None; parameters (owning lil, owning code String, codelen, funclevel) mirror the C signature. Part of the 11-function mutually recursive unit (lil_parse_value#lil.c unit, metadata Verfi_Tag Fixed_5_Compile_Failed) that PtrTrans reverted to signature-only placeholders after 5 repair attempts (RUN.md 'stub reverts'); the tool map records it only under lil_parse_value, hence NO_RECORD on this row. Forced proposal is (none) -- WRONG: Rust lil_parse exists at src/common/lil_mod.rs:3046; the forced run assigned it to lil_set_error instead."
lil_parse_value,lil.c,721,"(lil: lil_t, val: lil_value_t, funclevel: int) -> lil_value_t",lil_parse_value;lil_parse;lil_free_value;lil_free_list;substitute;lil_free_env;lil_pop_env;lil_set_var;next_word;get_dollarpart;get_bracketpart,lil_parse_value,CLAIMED,yes,Fixed_5_Compile_Failed,lil_parse_value,,,,NONE,single-source,STUB:lil_parse_value,"lil.c:721 (empty val -> alloc_value(NULL), else lil_parse(val->d, val->l, funclevel)) -> src/common/lil_mod.rs:3038: body is '// default return' + None. Part of the 11-function mutually recursive unit (lil_parse_value#lil.c unit, metadata Verfi_Tag Fixed_5_Compile_Failed) that PtrTrans reverted to signature-only placeholders after 5 repair attempts (RUN.md 'stub reverts'); the tool map records it only under lil_parse_value, hence NO_RECORD on this row. This is the row the tool map keys the whole 11-name unit on (tool_claim lists all 11). Forced proposal is (none) -- WRONG: Rust lil_parse_value exists at src/common/lil_mod.rs:3038; the forced run assigned it to lil_error instead."
lil_callback,lil.c,727,"(lil: lil_t, cb: int, proc: lil_callback_proc_t) -> void",lil_callback,lil_callback,CLAIMED,yes,Fixed_2_Compile_Success,lil_callback,lil_callback,0.57,0.099,lil_callback,unanimous,lil_callback,"lil.c:727 -> src/common/lil_mod.rs:2694: cb<0||cb>8 guard (C 729, CALLBACKS=8) then callback[cb] = proc (C 730). Forced proposal correct."
lil_set_error,lil.c,733,"(lil: lil_t, msg: const char *) -> void",lil_set_error,lil_set_error,CLAIMED,yes,No_Fix_Compile_Success,lil_set_error,lil_parse,0.17,-0.292,ABSTAIN,CONFLICT,lil_set_error,"lil.c:733 -> src/common/lil_mod.rs:2224: if error return (C 735); error=2 (ERROR_FIXHEAD), err_head=0, err_msg=strclone(msg or """") (C 737-739). Forced proposal lil_parse is WRONG: lil_parse (src/common/lil_mod.rs:3046) is the SCC stub returning None (4 params, owning lil) and writes no error state."
lil_set_error_at,lil.c,742,"(lil: lil_t, pos: size_t, msg: const char *) -> void",lil_set_error_at,lil_set_error_at,CLAIMED,yes,No_Fix_Compile_Success,lil_set_error_at,get_dollarpart,0.189,-0.375,ABSTAIN,CONFLICT,lil_set_error_at,"lil.c:742 -> src/common/lil_mod.rs:2241: if error return; error=1 (ERROR_DEFAULT), err_head=pos, err_msg=strclone(msg or """") (C 744-748). Forced proposal get_dollarpart is WRONG: get_dollarpart (src/common/lil_mod.rs:3096) is an SCC stub returning None that takes only lil."
lil_error,lil.c,751,"(lil: lil_t, msg: const char **, pos: size_t *) -> int",lil_error,lil_error,CLAIMED,yes,No_Fix_Compile_Success,lil_error,lil_parse_value,0.321,-0.159,ABSTAIN,CONFLICT,lil_error,"lil.c:751 -> src/common/lil_mod.rs:1578: return 0 when no error (C 753); *msg = err_msg, *pos = err_head, error = 0, return 1 (C 754-757) via Option<&mut ..> out-params. Forced proposal lil_parse_value is WRONG: lil_parse_value (src/common/lil_mod.rs:3038) is the SCC stub returning None (lil, val, funclevel), no out-params, no error state."
ee_skip_spaces,lil.c,770,(ee: expreval_t *) -> void,ee_skip_spaces,ee_skip_spaces,CLAIMED,yes,No_Fix_Compile_Success,ee_skip_spaces,ee_skip_spaces,0.562,0.176,ee_skip_spaces,unanimous,ee_skip_spaces,lil.c:770 -> src/common/lil_mod.rs:104: while head<len && isspace(code[head]) head++. Forced proposal correct.
ee_numeric_element,lil.c,775,(ee: expreval_t *) -> void,ee_numeric_element,ee_numeric_element,CLAIMED,yes,No_Fix_Compile_Success,ee_numeric_element,ee_numeric_element,0.574,0.085,ee_numeric_element,unanimous,ee_numeric_element,"lil.c:775 -> src/common/lil_mod.rs:211: type=INT, ee_skip_spaces, ival=dval=0, digit/'.' loop with fpart/fpartlen (C 782-795), dval = ival + fpart/fpartlen for FLOAT (C 796-797); Rust comments quote each C line. Forced proposal correct."
ee_element,lil.c,800,(ee: expreval_t *) -> void,ee_element,ee_element,CLAIMED,yes,No_Fix_Compile_Success,ee_element,ee_element,0.473,0.005,ABSTAIN,unanimous,ee_element,"lil.c:800 -> src/common/lil_mod.rs:389: isdigit(code[head]) -> ee_numeric_element (C 802-805), else type=0, ival=1, error=4 (EERR_INVALID_EXPRESSION, C 810-812). Forced proposal correct."
ee_paren,lil.c,815,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_paren,ee_paren,0.523,-0.006,ABSTAIN,single-source,ee_paren,"lil.c:815 -> src/common/lil_mod.rs:533: '(' -> head++, ee_expr, ee_skip_spaces, expect ')' else error=1 (C 818-823), otherwise ee_element (C 824). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_unary,lil.c,827,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_unary,ee_unary,0.562,0.033,ee_unary,single-source,ee_unary,"lil.c:827 -> src/common/lil_mod.rs:567: ee_skip_spaces, then - + ~ ! prefix operators applied after recursive ee_unary with INT/FLOAT cases and error=2 on invalid type, else ee_paren. Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_muldiv,lil.c,885,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_muldiv,ee_muldiv,0.561,0.032,ee_muldiv,single-source,ee_muldiv,"lil.c:885 -> src/common/lil_mod.rs:623: ee_unary then loop over * / \\ % with the odval/oival save, INT/FLOAT case matrix and error=3 on division by zero. Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_addsub,lil.c,1100,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_addsub,ee_addsub,0.556,0.041,ee_addsub,single-source,ee_addsub,lil.c:1100 -> src/common/lil_mod.rs:850: ee_muldiv then loop over + - with the INT/FLOAT case matrix (Rust 871-946). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct.
ee_shift,lil.c,1193,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_shift,ee_shift,0.556,0.036,ee_shift,single-source,ee_shift,lil.c:1193 -> src/common/lil_mod.rs:951: ee_addsub then loop over << >> with INT/FLOAT cases converting to ival and type=0 (Rust 971-1046). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct.
ee_compare,lil.c,1287,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_compare,ee_compare,0.55,0.026,ee_compare,single-source,ee_compare,lil.c:1287 -> src/common/lil_mod.rs:1051: ee_shift then loop over < > <= >= with INT/FLOAT cases. Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct.
ee_equals,lil.c,1456,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_equals,ee_equals,0.554,0.029,ee_equals,single-source,ee_equals,"lil.c:1456 -> src/common/lil_mod.rs:1233: ee_compare then loop over == != (Rust 1246-1253 op select, head += 2). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_bitand,lil.c,1547,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_bitand,ee_bitand,0.523,0.03,ee_bitand,single-source,ee_bitand,lil.c:1547 -> src/common/lil_mod.rs:1330: ee_equals then loop over single '&' with the !ispunct(next) guard emulated (Rust 1349-1353). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct.
ee_bitor,lil.c,1596,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_bitor,ee_bitor,0.518,0.027,ee_bitor,single-source,ee_bitor,lil.c:1596 -> src/common/lil_mod.rs:1398: ee_equals-chain: ee_bitand then loop over single '|' with the !ispunct(next) guard. Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct.
