103	gen	expr ((-94 ^ 761) != 248 / 940) >> (-509 << (-164 && 411))
104	gen	set x -13; set y -46; expr $x * $y + 3
105	gen	expr 760
106	gen	expr -130 / 115 & 692 % -854 - -371
107	gen	set x 22; set y -14; expr $x * $y + 7
108	gen	expr -(-919 != 504) < (380 + -449 - 562)
109	gen	set l [list 66 83 56]; count $l
110	gen	func f {a b} {return [expr $a - $b]}; f 23 74
111	gen	expr ((-671 < -157) || 935) == -(-338 / 986)
112	gen	set l [list 65 0 84 69 59 52]; count $l
113	gen	expr (-454 % (430 || -752)) + -676 ^ --810
114	gen	expr (910 ^ (709 || -33) & (227 % (617 != -304)))
115	gen	func f {a b} {return [expr $a - $b]}; f 64 34
116	gen	set s "yczx"; length $s
117	gen	set x 34; set y 12; expr $x * $y + 2
118	gen	expr ((428 & 171 == 588) != 525)
119	gen	expr ((975 - -742) < -99 / 77 && -705)
120	gen	expr (330 * 744 < -222 < 283 || (292 ^ -112 / 557))
121	gen	set x -38; set y 6; expr $x * $y + 2
122	gen	set l [list ]; count $l
123	gen	expr ((-623 << -839) == ((-56 | -59) | -48 ^ 387))
124	gen	set x -41; set y 6; expr $x * $y + 5
125	gen	func f {a b} {return [expr $a - $b]}; f 38 81
126	gen	func f {a b} {return [expr $a - $b]}; f 88 32
127	gen	expr ((-395 ^ -956) == 159) - 588 & 243 > -611
128	gen	set x 36; set y 46; expr $x * $y + 2
129	gen	set x 30; set y 32; expr $x * $y + 0
130	gen	expr -(530 != -730)
131	gen	set l [list 67 64]; count $l
132	gen	func f {a b} {return [expr $a - $b]}; f 21 32
133	gen	func f {a b} {return [expr $a - $b]}; f 61 37
134	gen	set l [list 14 59]; count $l
135	gen	func f {a b} {return [expr $a - $b]}; f 18 96
136	gen	func f {a b} {return [expr $a - $b]}; f 86 92
137	gen	set l [list 71 46 11]; count $l
138	gen	set l [list ]; count $l
139	gen	expr -246
140	gen	set l [list 33 74 48 81 47]; count $l
141	gen	expr -949
142	gen	set x 21; set y -9; expr $x * $y + 9
143	gen	expr 687
144	gen	expr -908 - (817 % (944 != 202))
145	gen	set l [list 53]; count $l
146	gen	set l [list 62 78 52 35 4 88]; count $l
147	gen	expr (-320 > -435) >> (-566 + -897) < -743
148	gen	set l [list 8]; count $l
149	gen	set s "bxbzzbcz"; length $s
150	gen	expr ((-487 << 774) + -267)
151	gen	set l [list 75]; count $l
152	gen	expr -893
153	gen	expr (-82 > (-912 ^ -62 + -20))
154	gen	set s "ya y a"; length $s
155	gen	set s "xbabc"; length $s
156	gen	set x 24; set y 20; expr $x * $y + 5
157	gen	expr (((340 >> -120) && (694 && -184)) != ((952 % 406) || 703))
158	gen	expr (959 < (789 != 777)) - --565 % (-779 > 731)
159	gen	set x -36; set y 47; expr $x * $y + 4
160	gen	set x 4; set y 21; expr $x * $y + 9
161	gen	set x 32; set y 21; expr $x * $y + 0
162	gen	set x 34; set y 38; expr $x * $y + 4
163	gen	expr 561
164	gen	expr (-(296 + -813) >> (-362 < --827))
165	gen	set s "bz"; length $s
166	gen	set x 36; set y -40; expr $x * $y + 4
167	gen	expr ((-773 ^ 388) || (-549 == 227)) - -383
168	gen	func f {a b} {return [expr $a - $b]}; f 98 17
169	gen	set l [list 41 15]; count $l
170	gen	expr (651 > -853 == (-962 && 886) * --145 ^ -765)
171	gen	expr (((-106 / -502) != --190) ^ ((296 / 86) >> (489 % -517)))
172	gen	expr -645
173	gen	set x 47; set y 47; expr $x * $y + 1
174	gen	expr (156 < 769 < -861 || (-885 > (-75 - -884)))
175	gen	expr 320
176	gen	set s "x"; length $s
177	gen	set x -1; set y 9; expr $x * $y + 9
178	gen	set x 44; set y -45; expr $x * $y + 7
179	gen	func f {a b} {return [expr $a - $b]}; f 73 83
180	gen	expr -(462 * 33 << 449)
181	gen	expr --237
182	gen	func f {a b} {return [expr $a - $b]}; f 49 52
183	gen	set l [list 76 6 80 82 42]; count $l
184	gen	expr 389
185	gen	expr 744
186	gen	set l [list 19 42 10 74]; count $l
187	gen	set l [list 39 83]; count $l
188	gen	set l [list 16 76 90]; count $l
189	gen	func f {a b} {return [expr $a - $b]}; f 39 71
190	gen	expr 78 * 323 != (-368 << 947) >> -719 % 729
191	gen	set l [list 98 69 94 67]; count $l
192	gen	expr -229 % 702
193	gen	set l [list 21 92 56 5]; count $l
194	gen	expr (((93 & -367) || (389 && -55)) ^ -(-592 % 787))
195	gen	expr (-417 * 562 << 854) % (811 > 905 + (-235 & -210))
196	gen	func f {a b} {return [expr $a - $b]}; f 47 28
197	gen	expr -413 || (444 || -82) + (-694 != -410)
198	gen	expr -512
199	gen	expr (853 || ((-706 ^ -121) + (-147 << 360)))
200	gen	set l [list 46 8 67 69]; count $l
201	gen	set x 14; set y 20; expr $x * $y + 0
202	gen	expr (614 * 286 / 580) < -279
203	gen	set x 32; set y -28; expr $x * $y + 7
204	gen	func f {a b} {return [expr $a - $b]}; f 61 80
205	gen	expr 466
206	gen	set l [list 4 37 25]; count $l
207	gen	expr -915
208	gen	expr ((324 >> 765) - (-247 != 832 == -306))
209	gen	func f {a b} {return [expr $a - $b]}; f 63 88
210	gen	expr -233 << (-837 < 353)
211	gen	expr -91 > -110 | 309 - 305
212	gen	expr -937 % (-517 > -259) == (-686 && 943)
213	gen	expr (-249 == ((-619 || 60) == (587 | 441)))
214	gen	expr ((746 * -89 * 659) < (-386 << 457) << --752)
215	gen	func f {a b} {return [expr $a - $b]}; f 17 30
216	gen	set l [list ]; count $l
217	gen	expr (((-185 || 76) != -849 % 991) < ((798 << 572) % -887 / 61))
218	gen	expr -340
219	gen	func f {a b} {return [expr $a - $b]}; f 28 44
220	gen	func f {a b} {return [expr $a - $b]}; f 66 36
221	gen	set s "byxc"; length $s
222	gen	expr -((349 < 725) - (-907 | 333))
223	gen	expr 820 ^ (653 == -851)
224	gen	set l [list 56]; count $l
225	gen	expr (764 < (-242 / -347) & (-493 % -802))
226	gen	expr 912 < -612 << -21 ^ ((-507 >> 194) > -424)
227	gen	expr -(807 | 489) > (--602 > (32 && 565))
228	gen	set x 29; set y 37; expr $x * $y + 9
229	gen	expr ((-593 == 24 - -720) < -829)
230	gen	set x -9; set y 28; expr $x * $y + 5
231	gen	expr -312 || ((379 / -147) ^ 409 + 222)
232	gen	expr ---651 == 394
233	gen	expr -97 < (27 || -873 % 62)
234	gen	expr (868 < 776 | 249) || -496
235	gen	expr 928
236	gen	func f {a b} {return [expr $a - $b]}; f 38 98
237	gen	expr 443
238	gen	expr -174 == (-294 % -406)
239	gen	expr ((695 | 910) | 260 & 371)
240	gen	func f {a b} {return [expr $a - $b]}; f 28 81
241	gen	expr -324
242	gen	set l [list ]; count $l
243	gen	set l [list 0]; count $l
244	gen	func f {a b} {return [expr $a - $b]}; f 20 52
245	gen	set l [list 61 83 25]; count $l
246	gen	set l [list 41 36]; count $l
247	gen	set x 48; set y -39; expr $x * $y + 9
248	gen	expr 887 << (712 == 613) || 533
249	gen	func f {a b} {return [expr $a - $b]}; f 37 4
250	gen	expr ((-11 % (-606 / -323)) << (-310 ^ 162) >> 753)
251	gen	set x 1; set y 4; expr $x * $y + 8
252	gen	expr (((-215 & -86) | (480 + -465)) > (-372 << -833))
253	gen	set s "cyayccxbbb b"; length $s
254	gen	expr (690 >> 560 & -612 * --771 - 697)
255	gen	set x 14; set y -25; expr $x * $y + 9
256	gen	set x -29; set y -9; expr $x * $y + 8
257	gen	expr (-730 != -65) - -369 + -190 | (-295 * 108) - (912 || -936)
258	gen	expr -723
259	gen	set l [list 82 53 47 48 57]; count $l
260	gen	set s " ayyzx"; length $s
261	gen	expr ((-544 + -52 != 89) == ((919 / -935) != 820 + -508))
262	gen	expr -932
263	gen	expr -910 == --714 ^ -521
264	gen	set s "xcxxzyzcbcb"; length $s
265	gen	func f {a b} {return [expr $a - $b]}; f 66 28
266	gen	expr 140
267	gen	func f {a b} {return [expr $a - $b]}; f 94 22
268	gen	set x 4; set y 21; expr $x * $y + 7
269	gen	expr -(-386 == -624) || -539
270	gen	expr ---726 == -584
271	gen	expr -79
272	gen	set s "x"; length $s
273	gen	set l [list 6]; count $l
274	gen	expr (144 >> -19 >> (959 + -567)) >> ((-504 >> -188) & -221 && 92)
275	gen	set x -11; set y -17; expr $x * $y + 5
276	gen	set x 13; set y 9; expr $x * $y + 1
277	gen	set s " zzcbcc axz"; length $s
278	gen	expr -466
279	gen	set x 24; set y 24; expr $x * $y + 6
280	gen	expr -529
281	gen	expr (682 || 4 && -656 > 475)
282	gen	set x -27; set y 19; expr $x * $y + 0
283	gen	set x -41; set y 35; expr $x * $y + 0
284	gen	set l [list 17 80 29]; count $l
285	gen	expr -553
286	gen	set x -3; set y -43; expr $x * $y + 9
287	gen	set x 28; set y 11; expr $x * $y + 7
288	gen	expr (479 | (-119 << -781 / (269 | 669)))
289	gen	expr ((427 & 695) * (-224 == 131) || -981)
290	gen	set l [list ]; count $l
291	gen	expr 81 - 845 || 892
292	gen	expr ((969 >> 202) % -185 * -388) << -107 < -214
293	gen	set l [list 88]; count $l
294	gen	set l [list 95 44 6 12]; count $l
295	gen	expr (-940 | 604 && (927 == -116) << 266 ^ -832 | -685)
296	gen	expr ((931 ^ -791 % -822) << -(-817 > 135))
297	gen	expr (((845 & 171) << (-450 ^ -451)) || -658)
298	gen	expr (-485 & ((-723 ^ -987) == 646 < -99))
299	gen	expr (-589 || -357 << -404 || 981) & ((908 >> 212) << -951)
300	gen	set l [list 26 56 37 88 8]; count $l
301	gen	set s "z y bycbcyby"; length $s
302	gen	expr (-781 != 113 - (-306 * -492))
303	gen	set l [list 21 82]; count $l
304	gen	set x 22; set y 32; expr $x * $y + 6
305	gen	func f {a b} {return [expr $a - $b]}; f 42 55
306	gen	expr -546
307	gen	set x 16; set y 21; expr $x * $y + 9
308	gen	set l [list 57]; count $l
309	gen	expr ((-395 != 885) * 926) % (--287 || 478)
310	gen	set l [list 8 38]; count $l
311	gen	expr ((516 & 56 << (-127 && -526)) == ((510 >> -80) != -579 | 540))
312	gen	set l [list 8 73 13 68 23 46]; count $l
